StationId,StationName,AdminRegion,DateTime,Depth,CHLa,TN,TP,year_group
2-SHS001.00,STONEHOUSE CREEK RESERVOIR-STA 100 FT FR,NA,2023-09-13T00:00:00Z,0.3,30.5,0.87,0.04,2023
2-SHS001.00,NA,SCRO,2024-05-07T00:00:00Z,0.3,15.7,0.56,0.02,2024
2-SHS001.00,NA,SCRO,2024-06-11T00:00:00Z,0.3,17.5,1.23,0.04,2024
2-SHS001.00,NA,SCRO,2024-07-09T00:00:00Z,0.3,6.46,0.54,0.02,2024
2-SHS001.00,NA,SCRO,2024-08-12T00:00:00Z,0.3,42.05,1.025,0.04,2024
2-SHS001.00,NA,SCRO,2024-09-09T00:00:00Z,0.3,16.7,0.61,0.03,2024
2-SPE000.17,NA,TRO,2024-05-14T00:00:00Z,0.3,34.9,NA,0.05,2024
2-SPE000.17,NA,TRO,2024-06-13T00:00:00Z,0.3,19.4,NA,0.02,2024
2-SPE000.17,NA,TRO,2024-07-24T00:00:00Z,0.3,21.6,NA,0.03,2024
2-SPE000.17,NA,TRO,2024-08-15T00:00:00Z,0.3,84.4,NA,0.04,2024
2-SPE000.17,NA,TRO,2024-09-19T00:00:00Z,0.3,40.7,NA,0.03,2024
2-SPE001.18,NA,TRO,2024-05-14T00:00:00Z,0.3,15.7,NA,0.04,2024
2-SPE001.18,NA,TRO,2024-06-13T00:00:00Z,0.3,13.3,NA,0.02,2024
2-SPE001.18,NA,TRO,2024-07-24T00:00:00Z,0.3,50,NA,0.06,2024
2-SPE001.18,NA,TRO,2024-08-15T00:00:00Z,0.3,40.4,NA,0.05,2024
2-SPE001.18,NA,TRO,2024-09-19T00:00:00Z,0.3,26,NA,0.02,2024
2-STG000.21,NA,PRO,2024-05-20T00:00:00Z,0.3,10.9,0.46,0.03,2024
2-STG000.21,NA,PRO,2024-06-03T00:00:00Z,0.3,5.545,0.445,0.02,2024
2-STG000.21,NA,PRO,2024-07-23T00:00:00Z,0.3,31.5,0.65,0.04,2024
2-STG000.21,NA,PRO,2024-08-12T00:00:00Z,0.3,14.6,0.49,0.02,2024
2-STG000.21,NA,PRO,2024-09-18T00:00:00Z,0.3,43.4,0.67,0.02,2024
2-STG000.91,NA,PRO,2024-05-20T00:00:00Z,0.3,10.1,0.42,0.03,2024
2-STG000.91,NA,PRO,2024-06-03T00:00:00Z,0.3,5.91,0.5,0.03,2024
2-STG000.91,NA,PRO,2024-07-23T00:00:00Z,0.3,16.8,0.5,0.02,2024
2-STG000.91,NA,PRO,2024-08-12T00:00:00Z,0.3,24.2,0.48,0.02,2024
2-STG000.91,NA,PRO,2024-09-18T00:00:00Z,0.3,65.5,0.75,0.08,2024
2-TRH000.40,THRASHERS CREEK RESERVOIR-STA 100' FROM,NA,2023-05-03T00:00:00Z,0.3,15.1,0.48,0.04,2023
2-TRH000.40,THRASHERS CREEK RESERVOIR-STA 100' FROM,NA,2023-06-13T00:00:00Z,0.3,8.29,0.51,0.03,2023
2-TRH000.40,THRASHERS CREEK RESERVOIR-STA 100' FROM,NA,2023-07-06T00:00:00Z,0.3,11.4,0.58,0.04,2023
2-TRH000.40,THRASHERS CREEK RESERVOIR-STA 100' FROM,NA,2023-08-10T00:00:00Z,0.3,23.5,1.2,0.06,2023
2-TRH000.40,THRASHERS CREEK RESERVOIR-STA 100' FROM,NA,2023-09-13T00:00:00Z,0.3,25.6,0.9,0.04,2023
2-TRH000.40,NA,SCRO,2024-05-07T00:00:00Z,0.3,14.4,0.34,0.02,2024
2-TRH000.40,NA,SCRO,2024-06-11T00:00:00Z,0.3,3.74,0.38,0.03,2024
2-TRH000.40,NA,SCRO,2024-07-09T00:00:00Z,0.3,14.3,0.9,0.02,2024
2-TRH000.40,NA,SCRO,2024-08-12T00:00:00Z,0.3,9.95,0.53,0.02,2024
2-TRH000.40,NA,SCRO,2024-09-09T00:00:00Z,0.3,53.6,0.65,0.03,2024
2-XLU000.10,LAKE NELSON - NEAR DAM,NA,2023-05-15T00:00:00Z,0.3,4.27,0.56,0.02,2023
2-XLU000.10,LAKE NELSON - NEAR DAM,NA,2023-06-27T00:00:00Z,0.3,34.4,1.26,0.03,2023
2-XLU000.10,LAKE NELSON - NEAR DAM,NA,2023-07-10T00:00:00Z,0.3,25.1,1.05,0.04,2023
2-XLU000.10,LAKE NELSON - NEAR DAM,NA,2023-08-15T00:00:00Z,0.3,13.7,0.71,0.03,2023
2-XLU000.10,LAKE NELSON - NEAR DAM,NA,2023-09-21T00:00:00Z,0.3,15.1,0.73,0.03,2023
2-XLU000.10,NA,VRO,2024-05-16T00:00:00Z,0.3,26.8,0.86,0.02,2024
2-XLU000.10,NA,VRO,2024-06-11T00:00:00Z,0.3,21.5,0.8,0.02,2024
2-XLU000.10,NA,VRO,2024-07-25T00:00:00Z,0.3,27.6,1.19,0.04,2024
2-XLU000.10,NA,VRO,2024-08-19T00:00:00Z,0.3,24.1,1.05,0.02,2024
2-XLU000.10,NA,VRO,2024-09-24T00:00:00Z,0.3,54.4,0.83,0.02,2024
2-XLW000.60,NA,PRO,2024-05-20T00:00:00Z,0.3,14.4,1.18,0.02,2024
2-XLW000.60,NA,PRO,2024-06-03T00:00:00Z,0.3,8.74,0.66,0.02,2024
2-XLW000.60,NA,PRO,2024-07-23T00:00:00Z,0.3,8.94,0.58,0.01,2024
2-XLW000.60,NA,PRO,2024-08-12T00:00:00Z,0.3,7.39,0.56,0.01,2024
2-XLW000.60,NA,PRO,2024-09-18T00:00:00Z,0.3,7.8,0.46,0.01,2024
4ACRR008.32,STATION #1 AT DAM - PITTSYLVANIA COUNTY,NA,2023-05-03T00:00:00Z,0.3,11.2,0.53,0.04,2023
4ACRR008.32,STATION #1 AT DAM - PITTSYLVANIA COUNTY,NA,2023-06-13T00:00:00Z,0.3,4.24,0.31,0.02,2023
4ACRR008.32,STATION #1 AT DAM - PITTSYLVANIA COUNTY,NA,2023-07-06T00:00:00Z,0.3,2.03,0.26,0.02,2023
4ACRR008.32,STATION #1 AT DAM - PITTSYLVANIA COUNTY,NA,2023-08-10T00:00:00Z,0.3,9.7,0.36,0.02,2023
4ACRR008.32,STATION #1 AT DAM - PITTSYLVANIA COUNTY,NA,2023-09-13T00:00:00Z,0.3,13.1,0.53,0.03,2023
4ACRR008.32,NA,SCRO,2024-05-08T00:00:00Z,0.3,11.6,NA,NA,2024
4ACRR008.32,NA,SCRO,2024-06-11T00:00:00Z,0.3,3.06,NA,NA,2024
4ACRR008.32,NA,SCRO,2024-07-09T00:00:00Z,0.3,3.24,NA,NA,2024
4ACRR008.32,NA,SCRO,2024-08-14T00:00:00Z,0.3,17,NA,NA,2024
4ACRR008.32,NA,SCRO,2024-09-16T00:00:00Z,0.3,18,NA,NA,2024
5ANTW127.14,NA,PRO,2024-05-28T00:00:00Z,0.3,17.35,NA,NA,2024
5ANTW127.14,NA,PRO,2024-06-17T00:00:00Z,0.3,21,NA,NA,2024
5ANTW127.14,NA,PRO,2024-07-10T00:00:00Z,0.3,34.95,NA,NA,2024
5ANTW127.14,NA,PRO,2024-08-05T00:00:00Z,0.3,39.2,NA,NA,2024
5ANTW127.14,NA,PRO,2024-09-16T00:00:00Z,0.3,22.4,NA,NA,2024
6APNK001.26,NA,SWRO,2024-05-14T00:00:00Z,0.3,1.42,0.12,0.005,2024
6APNK001.26,NA,SWRO,2024-06-10T00:00:00Z,0.3,1.53,0.11,0.01,2024
6APNK001.26,NA,SWRO,2024-07-17T00:00:00Z,0.3,1.62,0.15,0.005,2024
6APNK001.26,NA,SWRO,2024-08-19T00:00:00Z,0.3,2.06,0.16,0.005,2024
6APNK001.26,NA,SWRO,2024-09-17T00:00:00Z,0.3,3.99,0.17,0.01,2024
7-LAS000.06,STA #1 - 200 SOUTH OF RT. 13 BRIDGE,NA,2023-05-09T00:00:00Z,0.3,16.7,0.83,0.07500000000000001,2023
7-LAS000.06,STA #1 - 200 SOUTH OF RT. 13 BRIDGE,NA,2023-06-15T00:00:00Z,0.3,65.2,1.68,0.15000000000000002,2023
7-LAS000.06,STA #1 - 200 SOUTH OF RT. 13 BRIDGE,NA,2023-07-27T00:00:00Z,0.3,81.6,1.86,0.15,2023
7-LAS000.06,STA #1 - 200 SOUTH OF RT. 13 BRIDGE,NA,2023-08-24T00:00:00Z,0.3,124,1.92,0.185,2023
7-LAS000.06,STA #1 - 200 SOUTH OF RT. 13 BRIDGE,NA,2023-09-28T00:00:00Z,0.3,102,1.79,0.16,2023
7-LTR000.04,"STA #2 - MIDLAKE, 200 M SOUTH OF RT. 60",NA,2023-05-09T00:00:00Z,0.3,62.8,1.41,0.10500000000000001,2023
7-LTR000.04,"STA #2 - MIDLAKE, 200 M SOUTH OF RT. 60",NA,2023-06-15T00:00:00Z,0.3,79.3,1.62,0.11,2023
7-LTR000.04,"STA #2 - MIDLAKE, 200 M SOUTH OF RT. 60",NA,2023-07-27T00:00:00Z,0.3,119,1.95,0.15,2023
7-LTR000.04,"STA #2 - MIDLAKE, 200 M SOUTH OF RT. 60",NA,2023-08-24T00:00:00Z,0.3,127,2.19,0.20500000000000002,2023
7-LTR000.04,"STA #2 - MIDLAKE, 200 M SOUTH OF RT. 60",NA,2023-09-28T00:00:00Z,0.3,81.5,2,0.175,2023
8-CLC003.48,LAKE ORANGE- 100' From Dam,NA,2023-05-09T00:00:00Z,0.3,8.38,0.55,0.03,2023
8-CLC003.48,LAKE ORANGE- 100' From Dam,NA,2023-06-28T00:00:00Z,0.3,7.46,0.63,0.03,2023
8-CLC003.48,LAKE ORANGE- 100' From Dam,NA,2023-07-19T00:00:00Z,0.3,10.5,0.66,0.04,2023
8-CLC003.48,LAKE ORANGE- 100' From Dam,NA,2023-08-03T00:00:00Z,0.3,22.8,0.66,0.02,2023
8-CLC003.48,LAKE ORANGE- 100' From Dam,NA,2023-09-21T00:00:00Z,0.3,11.3,0.65,0.02,2023
8-CLC003.48,NA,NVRO,2024-05-23T00:00:00Z,0.3,3.77,0.42,0.02,2024
8-CLC003.48,NA,NVRO,2024-07-23T00:00:00Z,0.3,25.1,0.87,0.02,2024
8-CLC003.48,NA,NVRO,2024-08-12T00:00:00Z,0.3,26.6,0.76,0.01,2024
8-CLC003.48,NA,NVRO,2024-09-12T00:00:00Z,0.3,10.8,0.55,0.01,2024
8-NIR012.99,NI RESERVOIR -  100' from Spillway,NA,2023-05-09T00:00:00Z,0.3,12.6,0.67,0.04,2023
8-NIR012.99,NI RESERVOIR -  100' from Spillway,NA,2023-06-28T00:00:00Z,0.3,20.3,0.6,0.05,2023
8-NIR012.99,NI RESERVOIR -  100' from Spillway,NA,2023-07-19T00:00:00Z,0.3,14.5,0.6,0.04,2023
8-NIR012.99,NI RESERVOIR -  100' from Spillway,NA,2023-08-03T00:00:00Z,0.3,20.9,0.72,0.04,2023
8-NIR012.99,NI RESERVOIR -  100' from Spillway,NA,2023-09-21T00:00:00Z,0.3,20.9,0.72,0.05,2023
8-NIR012.99,NA,NVRO,2024-05-02T00:00:00Z,0.3,3.79,NA,NA,2024
8-NIR012.99,NA,NVRO,2024-06-10T00:00:00Z,0.3,8.46,NA,NA,2024
8-NIR012.99,NA,NVRO,2024-07-15T00:00:00Z,0.3,14.9,NA,NA,2024
8-NIR012.99,NA,NVRO,2024-08-12T00:00:00Z,0.3,65.4,NA,NA,2024
8-NIR012.99,NA,NVRO,2024-09-12T00:00:00Z,0.3,24.3,NA,NA,2024
8-NTH003.92,NA,NVRO,2024-05-23T00:00:00Z,0.3,3.99,NA,NA,2024
8-NTH003.92,NA,NVRO,2024-07-23T00:00:00Z,0.3,4.43,NA,NA,2024
8-NTH003.92,NA,NVRO,2024-08-12T00:00:00Z,0.3,3.54,NA,NA,2024
8-NTH003.92,NA,NVRO,2024-09-12T00:00:00Z,0.3,2.58,NA,NA,2024
9-XBL000.20,RURAL RETREAT LAKE - STA #1 DAM (WYTHE C,NA,2023-05-17T00:00:00Z,0.3,9.82,0.55,0.03,2023
9-XBL000.20,RURAL RETREAT LAKE - STA #1 DAM (WYTHE C,NA,2023-06-26T00:00:00Z,0.3,10.7,0.49,0.03,2023
9-XBL000.20,RURAL RETREAT LAKE - STA #1 DAM (WYTHE C,NA,2023-07-20T00:00:00Z,0.3,6.76,0.49,0.03,2023
9-XBL000.20,RURAL RETREAT LAKE - STA #1 DAM (WYTHE C,NA,2023-08-17T00:00:00Z,0.3,11.3,0.5,0.03,2023
9-XBL000.20,RURAL RETREAT LAKE - STA #1 DAM (WYTHE C,NA,2023-09-12T00:00:00Z,0.3,7.65,0.44,0.02,2023
9-XBL000.20,NA,SWRO,2024-05-13T00:00:00Z,0.3,8.22,0.61,0.04,2024
9-XBL000.20,NA,SWRO,2024-06-11T00:00:00Z,0.3,3.86,0.51,0.02,2024
9-XBL000.20,NA,SWRO,2024-07-23T00:00:00Z,0.3,7.35,0.52,0.02,2024
9-XBL000.20,NA,SWRO,2024-08-21T00:00:00Z,0.3,11.7,0.62,0.02,2024
9-XBL000.20,NA,SWRO,2024-09-18T00:00:00Z,0.3,9.59,0.57,0.02,2024
